7.966166019439697266e+00	2.715512993360980953e+00	5.250653026078715868e+00
1.116665506362915039e+01	8.174775451641114188e+00	2.991879611988036203e+00
2.396856999397277832e+01	1.141307742244623746e+01	1.255549257152654086e+01
2.716591405868530273e+01	2.507859664665888744e+01	2.087317412026415298e+00
3.036599493026733398e+01	2.792328735526985639e+01	2.442707574997477593e+00
3.356600499153137207e+01	3.158072541085216400e+01	1.985279580679208067e+00
3.836612796783447266e+01	3.492709302522865755e+01	3.439034942605815104e+00
4.796609306335449219e+01	3.866560659735731065e+01	9.300486465997181540e+00
5.116630005836486816e+01	4.932627489146318567e+01	1.840025166901682496e+00
5.436613798141479492e+01	5.142502487120244581e+01	2.941113110212349113e+00
5.916629290580749512e+01	5.523018311429836302e+01	3.936109791509132094e+00
6.236629199981689453e+01	5.971952106354549983e+01	2.646770936271394703e+00
6.396616506576538086e+01	6.340422011018313952e+01	5.619449555822413345e-01
7.996973109245300293e+01	6.548206470987271643e+01	1.448766638258028649e+01
8.477036094665527344e+01	8.151846472525778609e+01	3.251896221397487352e+00
8.797079610824584961e+01	8.517261333516987065e+01	2.798182773075978957e+00
9.116661310195922852e+01	8.859902749048507076e+01	2.567585611474157758e+00
9.276656007766723633e+01	9.149920094544653182e+01	1.267359132220704510e+00
9.596677494049072266e+01	9.389751141410091861e+01	2.069263526389804042e+00
1.023666911125183105e+02	9.671705312831871026e+01	5.649637984199600282e+00
1.071667590141296387e+02	1.029051074610197674e+02	4.261651553109871315e+00
1.135659348964691162e+02	1.078459908021998075e+02	5.719944094269308721e+00
1.151659309864044189e+02	1.139792768354127332e+02	1.186654150991685697e+00
1.183659999370574951e+02	1.161301988831940548e+02	2.235801053863440302e+00
1.215660049915313721e+02	1.190948926045090559e+02	2.471112387022316170e+00
1.231659820079803467e+02	1.217085429752682586e+02	1.457439032712088078e+00
1.263660230636596680e+02	1.246495083122059526e+02	1.716514751453715348e+00
1.295661590099334717e+02	1.271223330140173573e+02	2.443825995916114380e+00
1.343661899566650391e+02	1.298482482601216077e+02	4.517941696543431362e+00
1.359662160873413086e+02	1.349726341921650317e+02	9.935818951762769302e-01
1.439708700180053711e+02	1.373263855479695792e+02	6.644484470035791901e+00
1.503717451095581055e+02	1.449787274223210432e+02	5.393017687237062319e+00
1.519720768928527832e+02	1.504350248971483097e+02	1.537051995704473484e+00
1.583730189800262451e+02	1.528138694435236857e+02	5.559149536502559386e+00
1.599731419086456299e+02	1.585657549153051491e+02	1.407386993340480785e+00
1.647737009525299072e+02	1.613478585481429093e+02	3.425842404386997941e+00
1.727665829658508301e+02	1.649699143488897448e+02	7.796668616961085263e+00
1.759666719436645508e+02	1.743587731796647802e+02	1.607898763999770608e+00
1.775664041042327881e+02	1.769691752726151890e+02	5.972288316175990985e-01
1.839667510986328125e+02	1.789962351507008975e+02	4.970515947931914980e+00
1.919667999744415283e+02	1.852615876598806608e+02	6.705212314560867526e+00
1.935668919086456299e+02	1.925371465110326312e+02	1.029745397612998659e+00
2.015669510364532471e+02	1.950591999005500838e+02	6.507751135903163231e+00
2.111660220623016357e+02	2.019912410273122987e+02	9.174781034989337059e+00
2.127659289836883545e+02	2.120541442541752701e+02	7.117847295130843577e-01
2.207739410400390625e+02	2.140974926757525907e+02	6.676448364286471815e+00
2.223742480278015137e+02	2.210788313861428094e+02	1.295416641658704293e+00
2.255663518905639648e+02	2.235681402844017214e+02	1.998211606162243470e+00
2.351664559841156006e+02	2.268964024656296772e+02	8.270053518485923405e+00
2.367663049697875977e+02	2.359305361971767638e+02	8.357687726108338211e-01
2.399664380550384521e+02	2.382229359967830362e+02	1.743502058255415932e+00
2.431664559841156006e+02	2.410056322500067836e+02	2.160823734108817007e+00
2.479664719104766846e+02	2.435350627607158174e+02	4.431409149760867194e+00
2.511665849685668945e+02	2.489964138488274159e+02	2.170171119739478627e+00
2.527665250301361084e+02	2.513893315079542106e+02	1.377193522181897833e+00
2.559665529727935791e+02	2.541610127691130003e+02	1.805540203680578770e+00
2.623667190074920654e+02	2.568642692544769375e+02	5.502449753015127953e+00
2.671668310165405273e+02	2.636011832214001629e+02	3.565647795140364451e+00
2.703667120933532715e+02	2.678373010206425988e+02	2.529411072710672670e+00
2.751670000553131104e+02	2.704336620302021288e+02	4.733338025110981562e+00
2.799668970108032227e+02	2.752055472679443255e+02	4.761349742858897116e+00
2.815743119716644287e+02	2.800031050562225801e+02	1.571206915441848651e+00
2.847743248939514160e+02	2.820306171669201944e+02	2.743707727031221566e+00
2.879666740894317627e+02	2.862357237841604842e+02	1.730950305271278467e+00
2.911671600341796875e+02	2.889311319613483420e+02	2.236028072831345526e+00
2.943675370216369629e+02	2.921892113044511916e+02	2.178325717185771282e+00
3.007685599327087402e+02	2.946678730519984128e+02	6.100686880710327387e+00
3.023686499595642090e+02	3.017642941041981999e+02	6.043558553660091093e-01
3.039690859317779541e+02	3.038115542328828269e+02	1.575316988951271924e-01
