trial_nr	onset	event_type	phase	response	nr_frames	bar_width	bar_refresh_time	bar_direction	start_time	bar_blank_duration	bar_blank_interval	bg_stim_refresh_time	onset_abs	duration
0	0.1578369140625	stim	0		0								8.814684867858887	0.3586890697479248
0	0.502418041229248	response	0	space									9.159265995025635	
1	0.5165259838104248	stim	0		0								9.173373937606812	159.3659210205078
1	159.86723399162292	pulse	0	t									168.5240819454193	
1	159.88244700431824	stim	1		0								168.53929495811462	24.00825810432434
1	161.46591997146606	pulse	1	t									170.12276792526245	
1	163.06601405143738	pulse	1	t									171.72286200523376	
1	164.6659140586853	pulse	1	t									173.3227620124817	
1	166.26592302322388	pulse	1	t									174.92277097702026	
1	167.86606192588806	pulse	1	t									176.52290987968445	
1	169.465891122818	pulse	1	t									178.12273907661438	
1	171.06585812568665	pulse	1	t									179.72270607948303	
1	172.66584992408752	pulse	1	t									181.3226978778839	
1	174.26592993736267	pulse	1	t									182.92277789115906	
1	175.86575412750244	pulse	1	t									184.52260208129883	
1	177.46576714515686	pulse	1	t									186.12261509895325	
1	179.06542897224426	pulse	1	t									187.72227692604065	
1	180.6659119129181	pulse	1	t									189.32275986671448	
1	182.26576209068298	pulse	1	t									190.92261004447937	
1	183.86586213111877	pulse	1	t									192.52271008491516	
2	183.89070510864258	stim	0		0	0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	192.54755306243896	23.999812841415405
2	185.4613959789276	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	194.118243932724	
2	186.8652310371399	response	0	r		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	195.52207899093628	
2	187.06120991706848	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	195.71805787086487	
2	188.6611349582672	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	197.3179829120636	
2	190.2610640525818	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	198.91791200637817	
2	191.80100011825562	response	0	r		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	200.457848072052	
2	191.86180305480957	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	200.51865100860596	
2	193.46197295188904	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	202.11882090568542	
2	195.06173706054688	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	203.71858501434326	
