6.383821010589599609e+00	3.313896826141220942e+00	3.069924184448378668e+00
1.118435001373291016e+01	6.427442262137203599e+00	4.756907751595706557e+00
1.438478493690490723e+01	1.219747540618160997e+01	2.187309530723297257e+00
1.598502802848815918e+01	1.513903562285290860e+01	8.459924056352505772e-01
1.918545389175415039e+01	1.721851276801136876e+01	1.966941123742781627e+00
2.238594794273376465e+01	2.007422525194711227e+01	2.311722690786652379e+00
2.718153691291809082e+01	2.275781577011445833e+01	4.423721142803632489e+00
3.198158502578735352e+01	2.833364724917451483e+01	3.647937776612838690e+00
3.838162684440612793e+01	3.240886701904247502e+01	5.972759825363652908e+00
4.158167195320129395e+01	3.929575405080868222e+01	2.285917902392611722e+00
4.638168787956237793e+01	4.210830573609645455e+01	4.273382143465923377e+00
4.958192181587219238e+01	4.701222016988121055e+01	2.569701645990981831e+00
5.278172492980957031e+01	5.113716278292619677e+01	1.644562146883373543e+00
6.078188395500183105e+01	5.414411206753418782e+01	6.637771887467643239e+00
6.238180088996887207e+01	6.080226767648629504e+01	1.579533213482577025e+00
6.878205490112304688e+01	6.355371136654210318e+01	5.228343534580943697e+00
7.198195290565490723e+01	7.031895071924000717e+01	1.663002186414900052e+00
7.678676581382751465e+01	7.293140319046349873e+01	3.855362623364015917e+00
8.318770289421081543e+01	7.809467266923036277e+01	5.093030224980452658e+00
8.638814282417297363e+01	8.352714431488557523e+01	2.860998509287398406e+00
9.118125700950622559e+01	8.708821155940202630e+01	4.093045450104199290e+00
9.758129501342773438e+01	9.217296936415525010e+01	5.408325649272484270e+00
1.071814668178558350e+02	9.883268178637820256e+01	8.348785031477632401e+00
1.087814068794250488e+02	1.075863386021360242e+02	1.195068277289024650e+00
1.135815138816833496e+02	1.102131130441927240e+02	3.368400837490625577e+00
1.167815508842468262e+02	1.146611935312563020e+02	2.120357352990524191e+00
1.199815969467163086e+02	1.169828431198768754e+02	2.998753826839433145e+00
1.247816369533538818e+02	1.202772446861995803e+02	4.504392267154301521e+00
1.263815968036651611e+02	1.255481434126632507e+02	8.334533910019104042e-01
1.343817098140716553e+02	1.277875769118428195e+02	6.594132902228835746e+00
1.407882988452911377e+02	1.355497288060105063e+02	5.238570039280631363e+00
1.439885058403015137e+02	1.422496987183576778e+02	1.738807121943835909e+00
1.487890779972076416e+02	1.450430460748540895e+02	3.746031922353552090e+00
1.535900888442993164e+02	1.499560362214625400e+02	3.634052622836776436e+00
1.583825309276580811e+02	1.551464123497288483e+02	3.236118577929232742e+00
1.647832529544830322e+02	1.599682417266529910e+02	4.815011227830041207e+00
1.695821349620819092e+02	1.650625221801717259e+02	4.519612781910183230e+00
1.727821929454803467e+02	1.697355411608918132e+02	3.046651784588533474e+00
1.775822260379791260e+02	1.733485132846683143e+02	4.233712753310811649e+00
1.839813299179077148e+02	1.786259696050164223e+02	5.355360312891292551e+00
1.871813340187072754e+02	1.840885283349666395e+02	3.092805683740635914e+00
1.903814120292663574e+02	1.876740763999573574e+02	2.707335629309000069e+00
1.967816338539123535e+02	1.904687331843825291e+02	6.312900669529824427e+00
1.999815649986267090e+02	1.973814085380557515e+02	2.600156460570957506e+00
2.079816389083862305e+02	2.009978302773714915e+02	6.983808631014738921e+00
2.111817018985748291e+02	2.085578467012116732e+02	2.623855197363155867e+00
2.191832368373870850e+02	2.120910096606791058e+02	7.092227176707979197e+00
2.319851129055023193e+02	2.207832768368372456e+02	1.120183606866507375e+01
2.351819508075714111e+02	2.329449856182791621e+02	2.236965189292249079e+00
2.447820580005645752e+02	2.367656808351026712e+02	8.016377165461904042e+00
2.479821488857269287e+02	2.450554833742201311e+02	2.926665511506797657e+00
2.527821648120880127e+02	2.494192402544377387e+02	3.362924557650273982e+00
2.575822579860687256e+02	2.531047605558832174e+02	4.477497430185508165e+00
2.623822979927062988e+02	2.581813732303853612e+02	4.200924762320937589e+00
2.655822730064392090e+02	2.637741096020518512e+02	1.808163404387357787e+00
2.703823938369750977e+02	2.658207094965672468e+02	4.561684340407850868e+00
2.735824208259582520e+02	2.718573216280574911e+02	1.725099197900760828e+00
2.783814969062805176e+02	2.740602870661123234e+02	4.321209840168194205e+00
2.815835649967193604e+02	2.796252569179002307e+02	1.958308078819129605e+00
2.895845248699188232e+02	2.829252166165765061e+02	6.659308253342317130e+00
2.943852739334106445e+02	2.906354096442058790e+02	3.749864289204765555e+00
2.959854819774627686e+02	2.944549124343950552e+02	1.530569543067713312e+00
3.007862668037414551e+02	2.969492971576124773e+02	3.836969646128977729e+00
3.023863599300384521e+02	3.014860783638633848e+02	9.002815661750673826e-01
3.039865949153900146e+02	3.034897528663574917e+02	4.968420490325229366e-01
0.000000000000000000e+00	3.064788552666261694e+02	0.000000000000000000e+00
0.000000000000000000e+00	3.086672411419739319e+02	0.000000000000000000e+00
