trial_nr	onset	event_type	phase	response	nr_frames	bar_width	bar_refresh_time	bar_direction	start_time	bar_blank_duration	bar_blank_interval	bg_stim_refresh_time	onset_abs	duration
0	0.18321704864501953	stim	0		0								10.866718053817749	1.1167430877685547
0	1.2918641567230225	response	0	space									11.975365161895752	
1	1.2999601364135742	stim	0		0								11.983461141586304	37.42485499382019
1	38.69495701789856	pulse	0	t									49.37845802307129	
1	38.724815130233765	stim	1		0								49.408316135406494	0.0009279251098632812
1	38.72574305534363	stim	0		0								49.40924406051636	24.0001060962677
1	40.289268016815186	pulse	0	t									50.972769021987915	
1	41.28947401046753	response	0	y									51.97297501564026	
1	41.88952398300171	pulse	0	t									52.57302498817444	
1	43.48988604545593	pulse	0	t									54.17338705062866	
1	45.0900981426239	pulse	0	t									55.77359914779663	
1	45.26511812210083	response	0	y									55.94861912727356	
1	46.6903121471405	pulse	0	t									57.37381315231323	
1	48.29044508934021	pulse	0	t									58.97394609451294	
1	49.840737104415894	response	0	y									60.52423810958862	
1	49.89076209068298	pulse	0	t									60.57426309585571	
1	51.491106033325195	pulse	0	t									62.174607038497925	
1	53.08478307723999	pulse	0	t									63.76828408241272	
1	53.76634621620178	response	0	y									64.44984722137451	
1	54.684903144836426	pulse	0	t									65.36840415000916	
1	56.28505802154541	pulse	0	t									66.96855902671814	
1	57.50853514671326	response	0	y									68.19203615188599	
1	57.885377168655396	pulse	0	t									68.56887817382812	
1	59.485735177993774	pulse	0	t									70.1692361831665	
1	61.08592414855957	pulse	0	t									71.7694251537323	
1	62.68608212471008	pulse	0	t									73.36958312988281	
2	62.72584915161133	stim	0		0	0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	73.40935015678406	23.99524998664856
2	62.85589814186096	response	0	y		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	73.53939914703369	
2	64.28481817245483	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	74.96831917762756	
2	65.55780816078186	response	0	y		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	76.24130916595459	
2	65.88488006591797	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	76.5683810710907	
2	67.48497915267944	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	78.16848015785217	
2	69.0849289894104	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	79.76842999458313	
2	70.6849570274353	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	81.36845803260803	
2	71.90891909599304	response	0	y		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	82.59242010116577	
2	72.28490209579468	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	82.96840310096741	
2	73.88492321968079	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	84.56842422485352	
2	75.48498916625977	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	86.1684901714325	
2	77.08502316474915	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	87.76852416992188	
2	77.55996012687683	response	0	y		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	88.24346113204956	
2	78.68503713607788	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	89.36853814125061	
2	80.28507113456726	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	90.96857213973999	
2	80.42190217971802	response	0	y		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	91.10540318489075	
2	81.8850622177124	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	92.56856322288513	
2	82.66108703613281	response	0	y		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	93.34458804130554	
2	83.48509907722473	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	94.16860008239746	
2	85.08412909507751	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	95.76763010025024	
2	86.68514704704285	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	97.36864805221558	
