trial_nr	onset	event_type	phase	response	nr_frames	bar_width	bar_refresh_time	bar_direction	start_time	bar_blank_duration	bar_blank_interval	bg_stim_refresh_time	onset_abs	duration
0	0.18327903747558594	stim	0		0								48.300086975097656	0.2499239444732666
0	0.4251680374145508	response	0	space									48.54197597503662	
1	0.43320298194885254	stim	0		0								48.55001091957092	38.61500906944275
1	39.01187610626221	pulse	0	t									87.12868404388428	
1	39.0482120513916	stim	1		0								87.16501998901367	0.0009560585021972656
1	39.0491681098938	stim	0		0								87.16597604751587	24.00172185897827
1	40.60781908035278	pulse	0	t									88.72462701797485	
1	42.206249952316284	pulse	0	t									90.32305788993835	
1	43.80644607543945	pulse	0	t									91.92325401306152	
1	45.40672588348389	pulse	0	t									93.52353382110596	
1	46.08178901672363	response	0	b									94.1985969543457	
1	47.006958961486816	pulse	0	t									95.12376689910889	
1	48.60726308822632	pulse	0	t									96.72407102584839	
1	50.20751190185547	pulse	0	t									98.32431983947754	
1	50.232532024383545	response	0	b									98.34933996200562	
1	51.80770206451416	pulse	0	t									99.92451000213623	
1	53.407965898513794	pulse	0	t									101.52477383613586	
1	55.00823903083801	pulse	0	t									103.12504696846008	
1	55.208229064941406	response	0	b									103.32503700256348	
1	56.60848689079285	pulse	0	t									104.72529482841492	
1	58.20873999595642	pulse	0	t									106.32554793357849	
1	59.80891489982605	pulse	0	t									107.92572283744812	
1	60.3756890296936	response	0	b									108.49249696731567	
1	61.40925908088684	pulse	0	t									109.52606701850891	
1	63.0095419883728	pulse	0	t									111.12634992599487	
2	63.05088996887207	stim	0		0	0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	111.16769790649414	23.995293140411377
2	64.26844191551208	response	0	b		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	112.38524985313416	
2	64.60637187957764	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	112.7231798171997	
2	66.20647501945496	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	114.32328295707703	
2	67.80651903152466	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	115.92332696914673	
2	69.4065089225769	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	117.52331686019897	
2	69.99947094917297	response	0	b		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	118.11627888679504	
2	71.00655698776245	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	119.12336492538452	
2	72.23254990577698	response	0	b		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	120.34935784339905	
2	72.60646104812622	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	120.72326898574829	
2	74.2065360546112	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	122.32334399223328	
2	75.80654692649841	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	123.92335486412048	
2	77.1255509853363	response	0	b		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	125.24235892295837	
2	77.40649604797363	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	125.5233039855957	
2	79.0065770149231	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	127.12338495254517	
2	79.36250400543213	response	0	b		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	127.4793119430542	
2	80.60660600662231	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	128.72341394424438	
2	82.20662999153137	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	130.32343792915344	
2	83.64508509635925	response	0	b		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	131.76189303398132	
2	83.80651092529297	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	131.92331886291504	
2	85.40667510032654	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	133.5234830379486	
2	85.83467698097229	response	0	b		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	133.95148491859436	
2	87.00671291351318	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	135.12352085113525	
3	87.04618310928345	stim	0		0	0.16666667	0.0666666666667	0.0	48.0	0.0333333333333	0.1333333333333	0.0666666666667	135.16299104690552	24.003585815429688
3	88.60669302940369	pulse	0	t		0.16666667	0.0666666666667	0.0	48.0	0.0333333333333	0.1333333333333	0.0666666666667	136.72350096702576	
3	90.20670890808105	pulse	0	t		0.16666667	0.0666666666667	0.0	48.0	0.0333333333333	0.1333333333333	0.0666666666667	138.32351684570312	
3	91.41277003288269	response	0	b		0.16666667	0.0666666666667	0.0	48.0	0.0333333333333	0.1333333333333	0.0666666666667	139.52957797050476	
